dateSold,propertyType,lotAreaValue,address,zestimate,imgSrc,price,detailUrl,bedrooms,contingentListingType,longitude,latitude,listingStatus,zpid,rentZestimate,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,built_year,variableData.text,variableData.type,listingSubType.is_FSBA,unit,variableData,listingSubType.is_forAuction,listingSubType.is_openHouse,listingSubType.is_bankOwned,zip,city,year
1706515200000,SINGLE_FAMILY,7800.0,"12115 Berg River Cir, Fountain Valley, CA 92708",1496700.0,https://photos.zillowstatic.com/fp/52f5661df0520956b9b54170952139ec-p_e.jpg,1440000,/homedetails/12115-Berg-River-Cir-Fountain-Valley-CA-92708/25261528_zpid/,4,,-117.91793,33.728214,RECENTLY_SOLD,25261528,5640,76,3.0,2591,USA,USD,sqft,True,1970s,Sold 01/29/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1706169600000,SINGLE_FAMILY,7282.0,"11639 Corinth Cir, Fountain Valley, CA 92708",1384700.0,https://photos.zillowstatic.com/fp/7cc07ac522351e1f9cf22959c351d823-p_e.jpg,1330000,/homedetails/11639-Corinth-Cir-Fountain-Valley-CA-92708/25259755_zpid/,4,,-117.926056,33.7178,RECENTLY_SOLD,25259755,4398,80,2.0,1707,USA,USD,sqft,True,1970s,Sold 01/25/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1705564800000,TOWNHOUSE,989.0,"10761 Cobalt Ct, Fountain Valley, CA 92708",740400.0,https://photos.zillowstatic.com/fp/256a9de7572e5bcc0895feda6e1a47c8-p_e.jpg,709000,/homedetails/10761-Cobalt-Ct-Fountain-Valley-CA-92708/25203648_zpid/,2,,-117.941246,33.731815,RECENTLY_SOLD,25203648,2934,87,2.0,1161,USA,USD,sqft,True,1970s,Sold 01/18/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1705046400000,SINGLE_FAMILY,7156.0,"18621 Santa Ramona St, Fountain Valley, CA 92708",1695900.0,https://photos.zillowstatic.com/fp/e468a474e8d05c795bfe384bfb03685d-p_e.jpg,1620000,/homedetails/18621-Santa-Ramona-St-Fountain-Valley-CA-92708/25211321_zpid/,4,,-117.97352,33.692295,RECENTLY_SOLD,25211321,5694,93,4.0,2526,USA,USD,sqft,True,1970s,Sold 01/12/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1704787200000,SINGLE_FAMILY,6000.0,"10651 La Bahia Ave, Fountain Valley, CA 92708",,https://photos.zillowstatic.com/fp/05c3e590b7af6dc718768b98f94d9b87-p_e.jpg,1200000,/homedetails/10651-La-Bahia-Ave-Fountain-Valley-CA-92708/25298019_zpid/,4,,-117.94284,33.70814,PENDING,25298019,4200,96,2.0,1440,USA,USD,sqft,True,1970s,Sold 01/09/2024,RECENTLY_SOLD,True,,,,,,92708,Fountain Valley,2024
1704700800000,SINGLE_FAMILY,6000.0,"11301 Primrose Ave, Fountain Valley, CA 92708",1310800.0,https://photos.zillowstatic.com/fp/258b34a12e11695002372c808171f915-p_e.jpg,1250000,/homedetails/11301-Primrose-Ave-Fountain-Valley-CA-92708/25259484_zpid/,4,,-117.93212,33.72757,RECENTLY_SOLD,25259484,4764,97,3.0,2184,USA,USD,sqft,True,1970s,Sold 01/08/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1704355200000,SINGLE_FAMILY,5000.0,"10784 El Mar Ave, Fountain Valley, CA 92708",1186900.0,https://photos.zillowstatic.com/fp/24513e973c8d514e9a00a0b572c2880b-p_e.jpg,1130000,/homedetails/10784-El-Mar-Ave-Fountain-Valley-CA-92708/88887822_zpid/,3,,-117.94066,33.705654,RECENTLY_SOLD,88887822,4200,101,2.0,1520,USA,USD,sqft,True,1970s,Sold 01/04/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1712300400000,CONDO,1768.0,"9792 Hampton Ct, Fountain Valley, CA 92708",987700.0,https://photos.zillowstatic.com/fp/b22fefaeea27086969cee411734944ef-p_e.jpg,985000,/homedetails/9792-Hampton-Ct-Fountain-Valley-CA-92708/25287428_zpid/,3,,-117.9578,33.69854,RECENTLY_SOLD,25287428,4230,9,3.0,1887,USA,USD,sqft,True,1980s,Sold 04/05/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1711436400000,SINGLE_FAMILY,1768.0,"9753 Bird Ct, Fountain Valley, CA 92708",1015900.0,https://photos.zillowstatic.com/fp/33ea38d4f84ae560abc9948fbc77df47-p_e.jpg,1010000,/homedetails/9753-Bird-Ct-Fountain-Valley-CA-92708/25287385_zpid/,3,,-117.95853,33.69978,RECENTLY_SOLD,25287385,4069,19,3.0,1887,USA,USD,sqft,True,1980s,Sold 03/26/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1711090800000,SINGLE_FAMILY,6500.0,"18880 Mount Morgan Cir, Fountain Valley, CA 92708",,https://photos.zillowstatic.com/fp/cd24f1f711dcc80ca97cb60d029d7faa-p_e.jpg,1675000,/homedetails/18880-Mount-Morgan-Cir-Fountain-Valley-CA-92708/25286115_zpid/,4,,-117.96551,33.68849,RECENTLY_SOLD,25286115,5299,23,3.0,2256,USA,USD,sqft,True,1980s,Sold 03/22/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1708070400000,SINGLE_FAMILY,1800.0,"9912 Trower Ct, Fountain Valley, CA 92708",909000.0,https://photos.zillowstatic.com/fp/0722c98ea3bb8e670a380c118c1783d2-p_e.jpg,925000,/homedetails/9912-Trower-Ct-Fountain-Valley-CA-92708/25285649_zpid/,3,,-117.955696,33.69801,RECENTLY_SOLD,25285649,3941,58,3.0,1700,USA,USD,sqft,True,1980s,Sold 02/16/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1707984000000,SINGLE_FAMILY,1814.0,"18080 Courreges Ct, Fountain Valley, CA 92708",1006800.0,https://photos.zillowstatic.com/fp/ebf44457ce66d779d40ec81b048fced3-p_e.jpg,980000,/homedetails/18080-Courreges-Ct-Fountain-Valley-CA-92708/25211655_zpid/,3,,-117.97974,33.7001,RECENTLY_SOLD,25211655,4500,59,3.0,1710,USA,USD,sqft,True,1980s,Sold 02/15/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1705564800000,TOWNHOUSE,,"16285 S Summerview Cir #5, Santa Ana, CA 92704",632300.0,https://photos.zillowstatic.com/fp/d908ff26eefeb8bd228e1fc826428340-p_e.jpg,605500,/homedetails/16285-S-Summerview-Cir-5-Santa-Ana-CA-92704/25752699_zpid/,2,,-117.917465,33.7267,RECENTLY_SOLD,25752699,1832,87,2.0,930,USA,USD,,True,1980s,Sold 01/18/2024,RECENTLY_SOLD,,# 5,,,,,92704,Santa Ana,2024
1704268800000,TOWNHOUSE,1768.0,"18136 Bird Ct, Fountain Valley, CA 92708",985700.0,https://photos.zillowstatic.com/fp/9486de9a4720996a59c1a6c633472350-p_e.jpg,938000,/homedetails/18136-Bird-Ct-Fountain-Valley-CA-92708/25287371_zpid/,3,,-117.95707,33.699764,RECENTLY_SOLD,25287371,3814,102,3.0,1690,USA,USD,sqft,True,1980s,Sold 01/03/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1702368000000,SINGLE_FAMILY,6000.0,"18855 Mount Morgan Cir, Fountain Valley, CA 92708",1560500.0,https://photos.zillowstatic.com/fp/8423bec67c132191d2220da3e8c2a1c6-p_e.jpg,1478000,/homedetails/18855-Mount-Morgan-Cir-Fountain-Valley-CA-92708/25286112_zpid/,4,,-117.96604,33.688896,RECENTLY_SOLD,25286112,4950,124,3.0,2067,USA,USD,sqft,True,1980s,Sold 12/12/2023,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2023
1700640000000,CONDO,,"12169 Sylvan Riv UNIT 161, Fountain Valley, CA 92708",645600.0,https://photos.zillowstatic.com/fp/97cf7351a5f1cffb58bb40e829cca002-p_e.jpg,607000,/homedetails/12169-Sylvan-Riv-UNIT-161-Fountain-Valley-CA-92708/25752867_zpid/,2,,-117.91787,33.724983,RECENTLY_SOLD,25752867,1884,144,2.0,1064,USA,USD,,True,1980s,Sold 11/22/2023,RECENTLY_SOLD,,Unit 161,,,,,92708,Fountain Valley,2023
1700035200000,SINGLE_FAMILY,1768.0,"18196 Hampton Ct, Fountain Valley, CA 92708",916100.0,https://photos.zillowstatic.com/fp/13cb9bf729bccc17ea40397149a7ae6a-p_e.jpg,860000,/homedetails/18196-Hampton-Ct-Fountain-Valley-CA-92708/25287410_zpid/,3,,-117.957886,33.698933,RECENTLY_SOLD,25287410,3900,151,3.0,1690,USA,USD,sqft,True,1980s,Sold 11/15/2023,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2023
1711090800000,SINGLE_FAMILY,7200.0,"9428 Andalusia Ave, Fountain Valley, CA 92708",2329400.0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.71253967285156,-117.96443176269531&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=U3va8s6dA2Pl7tSp_BLZSNjo2ZI=",2175000,/homedetails/9428-Andalusia-Ave-Fountain-Valley-CA-92708/79810635_zpid/,4,,-117.96443,33.71254,RECENTLY_SOLD,79810635,6713,23,3.0,3648,USA,USD,sqft,,2000s,Sold 03/22/2024,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2024
1710745200000,CONDO,3200.0,"17168 Newhope St APT 216, Fountain Valley, CA 92708",606100.0,https://photos.zillowstatic.com/fp/ff2ca311c80c54562cd17adef0c44e93-p_e.jpg,600000,/homedetails/17168-Newhope-St-APT-216-Fountain-Valley-CA-92708/89156718_zpid/,2,,-117.92821,33.71346,RECENTLY_SOLD,89156718,3165,27,2.0,1212,USA,USD,acres,True,2000s,Sold 03/18/2024,RECENTLY_SOLD,,Apt 216,,,,,92708,Fountain Valley,2024
1702281600000,CONDO,,"17760 Independence Ln, Fountain Valley, CA 92708",707600.0,https://photos.zillowstatic.com/fp/8ecb5ba725feb1d1296b65b8574356b1-p_e.jpg,670000,/homedetails/17760-Independence-Ln-Fountain-Valley-CA-92708/64733806_zpid/,3,,-117.96411,33.704647,RECENTLY_SOLD,64733806,2059,125,2.0,1980,USA,USD,,True,2000s,Sold 12/11/2023,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2023
1700121600000,CONDO,1.0,"9406 Revere Ct, Fountain Valley, CA 92708",745500.0,https://photos.zillowstatic.com/fp/8460341ad69bb9be73cda4f9cbe91874-p_e.jpg,700000,/homedetails/9406-Revere-Ct-Fountain-Valley-CA-92708/64752903_zpid/,3,,-117.96412,33.70438,RECENTLY_SOLD,64752903,3988,150,2.0,1980,USA,USD,sqft,True,2000s,Sold 11/16/2023,RECENTLY_SOLD,,,,,,,92708,Fountain Valley,2023
1712905200000,SINGLE_FAMILY,0.27548209366391,"2317 Nicolas Dr, Fullerton, CA 92833",,https://photos.zillowstatic.com/fp/3ed8acc9fa2803c97be704633968b362-p_e.jpg,1230000,/homedetails/2317-Nicolas-Dr-Fullerton-CA-92833/25354751_zpid/,3,,-117.945366,33.89751,RECENTLY_SOLD,25354751,4500,2,3.0,2056,USA,USD,acres,True,1970s,Sold 04/12/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1712732400000,TOWNHOUSE,,"2240 Loma Alta Dr #18, Fullerton, CA 92833",716100.0,https://photos.zillowstatic.com/fp/d7c1892fb64c37345ab6bf10c9b5cd4f-p_e.jpg,720000,/homedetails/2240-Loma-Alta-Dr-18-Fullerton-CA-92833/25690393_zpid/,2,,-117.9648,33.88895,RECENTLY_SOLD,25690393,2113,4,2.0,1080,USA,USD,,True,1970s,Sold 04/10/2024,RECENTLY_SOLD,,# 18,,,,,92833,Fullerton,2024
1712646000000,SINGLE_FAMILY,6532.0,"1401 Carleton Way, Fullerton, CA 92833",1497900.0,https://photos.zillowstatic.com/fp/021e3d348c04d7915b7e2b335c5484e3-p_e.jpg,1450000,/homedetails/1401-Carleton-Way-Fullerton-CA-92833/25348570_zpid/,4,,-117.97012,33.88624,RECENTLY_SOLD,25348570,4600,5,3.0,2363,USA,USD,sqft,True,1970s,Sold 04/09/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1712300400000,SINGLE_FAMILY,10125.0,"2504 Royale Pl, Fullerton, CA 92833",1300700.0,https://photos.zillowstatic.com/fp/893183f030bab2a1ca2eea3dff98cb0c-p_e.jpg,1300000,/homedetails/2504-Royale-Pl-Fullerton-CA-92833/25348800_zpid/,4,,-117.96843,33.8924,RECENTLY_SOLD,25348800,4600,9,3.0,2151,USA,USD,sqft,True,1970s,Sold 04/05/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1711695600000,SINGLE_FAMILY,6588.0,"2169 Seaview Dr, Fullerton, CA 92833",1281800.0,https://photos.zillowstatic.com/fp/dbb6582467236002c86476e19655e134-p_e.jpg,1275000,/homedetails/2169-Seaview-Dr-Fullerton-CA-92833/25355671_zpid/,4,,-117.962395,33.898987,RECENTLY_SOLD,25355671,4659,16,3.0,2518,USA,USD,sqft,True,1970s,Sold 03/29/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1711695600000,SINGLE_FAMILY,4400.0,"2149 Foxwood Pl, Fullerton, CA 92833",1226500.0,https://photos.zillowstatic.com/fp/12cfddb71bb141222309b1135fb81e31-p_e.jpg,1220000,/homedetails/2149-Foxwood-Pl-Fullerton-CA-92833/25355871_zpid/,4,,-117.96802,33.89751,RECENTLY_SOLD,25355871,4300,16,3.0,2073,USA,USD,sqft,True,1970s,Sold 03/29/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1711609200000,SINGLE_FAMILY,5000.0,"1248 Newcastle Ln, Fullerton, CA 92833",1155500.0,https://photos.zillowstatic.com/fp/ae3c8d7221736dece962ba1fa3d37326-p_e.jpg,1150000,/homedetails/1248-Newcastle-Ln-Fullerton-CA-92833/25347818_zpid/,4,,-117.97395,33.883896,RECENTLY_SOLD,25347818,4500,17,3.0,2334,USA,USD,sqft,True,1970s,Sold 03/28/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1711609200000,CONDO,1203.0,"1527 Welldow Ln, Fullerton, CA 92831",731000.0,https://photos.zillowstatic.com/fp/17a10765912fce86eacf35d9260fe165-p_e.jpg,727500,/homedetails/1527-Welldow-Ln-Fullerton-CA-92831/25698351_zpid/,3,,-117.877815,33.88672,RECENTLY_SOLD,25698351,3499,17,2.0,1203,USA,USD,sqft,True,1970s,Sold 03/28/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1711609200000,CONDO,,"2310 Conejo Ln #34, Fullerton, CA 92833",743500.0,https://photos.zillowstatic.com/fp/ba4f2c777b27b7403c2b460e878f0ac7-p_e.jpg,740000,/homedetails/2310-Conejo-Ln-34-Fullerton-CA-92833/25706000_zpid/,3,,-117.966606,33.890736,RECENTLY_SOLD,25706000,2179,17,2.0,1249,USA,USD,,True,1970s,Sold 03/28/2024,RECENTLY_SOLD,,# 34,,,,,92833,Fullerton,2024
1711436400000,SINGLE_FAMILY,7280.0,"542 Sycamore Ave, Fullerton, CA 92831",1327700.0,https://photos.zillowstatic.com/fp/35544ea9268ef75cae16e9c11933680f-p_e.jpg,1320000,/homedetails/542-Sycamore-Ave-Fullerton-CA-92831/25350777_zpid/,4,,-117.89091,33.875793,RECENTLY_SOLD,25350777,4500,19,2.0,2130,USA,USD,sqft,True,1970s,Sold 03/26/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1711350000000,SINGLE_FAMILY,8500.0,"1468 Pheasant Ct, Fullerton, CA 92833",1108200.0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.88805389404297,-117.95030975341797&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=z09o8eFhB-hzaBGuhpsPJBfmgUs=",1100000,/homedetails/1468-Pheasant-Ct-Fullerton-CA-92833/25349016_zpid/,3,,-117.95031,33.888054,RECENTLY_SOLD,25349016,4500,20,2.0,2186,USA,USD,sqft,,1970s,Sold 03/25/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1711177200000,SINGLE_FAMILY,3040.0,"2801 Lancewood Ct, Fullerton, CA 92835",789700.0,https://photos.zillowstatic.com/fp/a2e9fa237c470f6bf983da874bc6c198-p_e.jpg,735000,/homedetails/2801-Lancewood-Ct-Fullerton-CA-92835/25378877_zpid/,4,,-117.87989,33.90921,RECENTLY_SOLD,25378877,3900,22,2.0,1407,USA,USD,sqft,True,1970s,Sold 03/23/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
1711090800000,CONDO,1588.0,"650 W Glenwood Dr, Fullerton, CA 92832",771100.0,https://photos.zillowstatic.com/fp/3d466c840359902b9ca43ba4bfa75f74-p_e.jpg,765000,/homedetails/650-W-Glenwood-Dr-Fullerton-CA-92832/25349732_zpid/,3,,-117.939705,33.87611,RECENTLY_SOLD,25349732,3664,23,3.0,1559,USA,USD,sqft,True,1970s,Sold 03/22/2024,RECENTLY_SOLD,,,,,,,92832,Fullerton,2024
1711090800000,SINGLE_FAMILY,7080.0,"1406 Eltham Pl, Fullerton, CA 92833",1443000.0,https://photos.zillowstatic.com/fp/10f14540c270b1bdb29e04c2bb809271-p_e.jpg,1430000,/homedetails/1406-Eltham-Pl-Fullerton-CA-92833/64808767_zpid/,4,,-117.970474,33.886368,RECENTLY_SOLD,64808767,4550,23,3.0,2324,USA,USD,sqft,True,1970s,Sold 03/22/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1711004400000,SINGLE_FAMILY,4700.0,"514 Pebble Beach Pl, Fullerton, CA 92835",1129500.0,https://photos.zillowstatic.com/fp/3adb355a8fd9578012a2bb4e4f092976-p_e.jpg,1090000,/homedetails/514-Pebble-Beach-Pl-Fullerton-CA-92835/25359470_zpid/,3,,-117.92315,33.900368,RECENTLY_SOLD,25359470,4200,24,3.0,2052,USA,USD,sqft,True,1970s,Sold 03/21/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
1710745200000,TOWNHOUSE,1652.0,"1508 Windsor Ln, Fullerton, CA 92831",692700.0,https://photos.zillowstatic.com/fp/bed0350255e016ec3e632ba3a6772327-p_e.jpg,685000,/homedetails/1508-Windsor-Ln-Fullerton-CA-92831/25698387_zpid/,3,,-117.878586,33.886063,RECENTLY_SOLD,25698387,3699,27,3.0,1652,USA,USD,sqft,True,1970s,Sold 03/18/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1710399600000,SINGLE_FAMILY,0.34894398530762,"1727 N Mountain View Pl, Fullerton, CA 92831",1599300.0,https://photos.zillowstatic.com/fp/3dae68c3b718c5fe0fa23ad0d0a2a776-p_e.jpg,1580000,/homedetails/1727-N-Mountain-View-Pl-Fullerton-CA-92831/25350394_zpid/,4,,-117.89476,33.88809,RECENTLY_SOLD,25350394,4999,31,3.0,2564,USA,USD,acres,True,1970s,Sold 03/14/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1710226800000,CONDO,0.0,"2953 Haddonfield Loop, Fullerton, CA 92831",618100.0,https://photos.zillowstatic.com/fp/23194543ce8888de13c1e6fe06ea0ebf-p_e.jpg,610000,/homedetails/2953-Haddonfield-Loop-Fullerton-CA-92831/25698230_zpid/,2,,-117.87722,33.886353,RECENTLY_SOLD,25698230,2896,33,2.0,1085,USA,USD,sqft,True,1970s,Sold 03/12/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1709884800000,SINGLE_FAMILY,7405.0,"1715 Redwillow Rd, Fullerton, CA 92833",1579000.0,https://photos.zillowstatic.com/fp/36c1e5eb85d92f645bd824940fc4a8e8-p_e.jpg,1555000,/homedetails/1715-Redwillow-Rd-Fullerton-CA-92833/25348827_zpid/,4,,-117.97509,33.888744,RECENTLY_SOLD,25348827,5058,37,3.0,2857,USA,USD,sqft,True,1970s,Sold 03/08/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1709712000000,SINGLE_FAMILY,4500.0,"908 Ashton Pl, Fullerton, CA 92833",1270700.0,https://photos.zillowstatic.com/fp/334e26d337109d4422dc0df65bb95ddd-p_e.jpg,1250000,/homedetails/908-Ashton-Pl-Fullerton-CA-92833/25348118_zpid/,4,,-117.974625,33.879593,RECENTLY_SOLD,25348118,4600,39,4.0,2354,USA,USD,sqft,True,1970s,Sold 03/06/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1709193600000,CONDO,500.0,"2750 Via Hacienda #95, Fullerton, CA 92835",692400.0,https://photos.zillowstatic.com/fp/abf48e1954f071ecd959a12bad8046a0-p_e.jpg,679000,/homedetails/2750-Via-Hacienda-95-Fullerton-CA-92835/25691499_zpid/,3,,-117.90446,33.900303,RECENTLY_SOLD,25691499,2026,45,3.0,1267,USA,USD,sqft,True,1970s,,,,# 95,,,,,92835,Fullerton,2024
1709020800000,SINGLE_FAMILY,2800.0,"2805 Gingerwood Cir, Fullerton, CA 92835",883500.0,https://photos.zillowstatic.com/fp/8d963e71ea919b9d5177e297e94bc356-p_e.jpg,865000,/homedetails/2805-Gingerwood-Cir-Fullerton-CA-92835/25378858_zpid/,4,,-117.8807,33.907368,RECENTLY_SOLD,25378858,3900,47,2.0,1407,USA,USD,sqft,True,1970s,Sold 02/27/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
1708675200000,SINGLE_FAMILY,0.50927456382002,"515 W Las Palmas Dr, Fullerton, CA 92835",1841400.0,https://photos.zillowstatic.com/fp/39602b004863770b81fa7234479f17ba-p_e.jpg,1800000,/homedetails/515-W-Las-Palmas-Dr-Fullerton-CA-92835/25357967_zpid/,4,,-117.93703,33.911568,RECENTLY_SOLD,25357967,4999,51,3.0,2643,USA,USD,acres,True,1970s,Sold 02/23/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
1708675200000,TOWNHOUSE,2520.0,"548 Riviera Ct, Fullerton, CA 92835",910500.0,https://photos.zillowstatic.com/fp/04cc08c5edc8aa49655ceeb1da55c178-p_e.jpg,890000,/homedetails/548-Riviera-Ct-Fullerton-CA-92835/25359441_zpid/,3,,-117.922424,33.899544,RECENTLY_SOLD,25359441,4323,51,3.0,2179,USA,USD,sqft,True,1970s,Sold 02/23/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
1708502400000,CONDO,,"2943 Pembroke Ct, Fullerton, CA 92831",665600.0,https://photos.zillowstatic.com/fp/4c6030ceae5fdc76e4173c8bdae1fa54-p_e.jpg,650000,/homedetails/2943-Pembroke-Ct-Fullerton-CA-92831/25698255_zpid/,3,,-117.87651,33.886467,RECENTLY_SOLD,25698255,1956,53,3.0,1560,USA,USD,,True,1970s,Sold 02/21/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1707206400000,SINGLE_FAMILY,10500.0,"2104 Hilltop Ct, Fullerton, CA 92831",1397700.0,https://photos.zillowstatic.com/fp/c1e59b9e11a0674c390915bee5be90d0-p_e.jpg,1350000,/homedetails/2104-Hilltop-Ct-Fullerton-CA-92831/25379186_zpid/,4,,-117.89017,33.89275,RECENTLY_SOLD,25379186,5058,68,3.0,2699,USA,USD,sqft,True,1970s,Sold 02/06/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1707120000000,SINGLE_FAMILY,8400.0,"3011 Heather Dr, Fullerton, CA 92835",1294800.0,https://photos.zillowstatic.com/fp/11731d7a3ca9566f9a1251627653a728-p_e.jpg,1250000,/homedetails/3011-Heather-Dr-Fullerton-CA-92835/25378587_zpid/,4,,-117.88787,33.90509,RECENTLY_SOLD,25378587,4381,69,3.0,1910,USA,USD,sqft,True,1970s,Sold 02/05/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
1706860800000,SINGLE_FAMILY,7800.0,"1726 Baronet Pl, Fullerton, CA 92833",1526600.0,https://photos.zillowstatic.com/fp/d3738822e16751aaa4ab210cf2206bee-p_e.jpg,1470000,/homedetails/1726-Baronet-Pl-Fullerton-CA-92833/25348458_zpid/,4,,-117.96943,33.890884,RECENTLY_SOLD,25348458,4800,72,3.0,2565,USA,USD,sqft,True,1970s,Sold 02/02/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1706688000000,SINGLE_FAMILY,8107.0,"2120 Avenida Soledad, Fullerton, CA 92833",1090500.0,https://photos.zillowstatic.com/fp/bfadc9c874a795d0a99f60db21f76521-p_e.jpg,1050000,/homedetails/2120-Avenida-Soledad-Fullerton-CA-92833/25354533_zpid/,3,,-117.947624,33.894024,RECENTLY_SOLD,25354533,3699,74,2.0,1479,USA,USD,sqft,True,1970s,Sold 01/31/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1706688000000,SINGLE_FAMILY,5200.0,"438 Pebble Beach Pl, Fullerton, CA 92835",1057200.0,https://photos.zillowstatic.com/fp/4fc0a5775fa9cba7c0ff4fa8f4ef8473-p_e.jpg,1018000,/homedetails/438-Pebble-Beach-Pl-Fullerton-CA-92835/25359372_zpid/,3,,-117.92465,33.9,RECENTLY_SOLD,25359372,3991,74,2.0,1633,USA,USD,sqft,True,1970s,Sold 01/31/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
1706601600000,TOWNHOUSE,1508.0,"1826 Vista Del Oro, Fullerton, CA 92831",789600.0,https://photos.zillowstatic.com/fp/b90fa02534fb384566f6f32e7445c3b3-p_e.jpg,760000,/homedetails/1826-Vista-Del-Oro-Fullerton-CA-92831/25353451_zpid/,3,,-117.890625,33.890564,RECENTLY_SOLD,25353451,3800,75,3.0,1970,USA,USD,sqft,True,1970s,Sold 01/30/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1706601600000,SINGLE_FAMILY,0.28925619834711,"2316 Almira Ave, Fullerton, CA 92831",1246800.0,https://photos.zillowstatic.com/fp/03343db76506516e6c0b83d3bcdd4259-p_e.jpg,1200000,/homedetails/2316-Almira-Ave-Fullerton-CA-92831/25378467_zpid/,4,,-117.88964,33.890594,RECENTLY_SOLD,25378467,4999,75,3.0,2498,USA,USD,acres,True,1970s,Sold 01/30/2024,RECENTLY_SOLD,,,,,,,92831,Fullerton,2024
1706169600000,SINGLE_FAMILY,7521.0,"851 Adlena Dr, Fullerton, CA 92833",1311900.0,https://photos.zillowstatic.com/fp/b56522894930959b5662ebfe0d0684d7-p_e.jpg,1260000,/homedetails/851-Adlena-Dr-Fullerton-CA-92833/25349810_zpid/,4,,-117.95399,33.878952,RECENTLY_SOLD,25349810,4400,80,2.0,1956,USA,USD,sqft,True,1970s,Sold 01/25/2024,RECENTLY_SOLD,,,,,,,92833,Fullerton,2024
1706169600000,SINGLE_FAMILY,8412.0,"2809 Lime Ave, Fullerton, CA 92835",1196300.0,https://photos.zillowstatic.com/fp/7c365df4f279eff5ac21040ebd1c6850-p_e.jpg,1149000,/homedetails/2809-Lime-Ave-Fullerton-CA-92835/25351273_zpid/,4,,-117.894295,33.902233,RECENTLY_SOLD,25351273,4500,80,3.0,2286,USA,USD,sqft,True,1970s,Sold 01/25/2024,RECENTLY_SOLD,,,,,,,92835,Fullerton,2024
